X,Y,Z,R,G,B
-892.468567, 3317.490234, -19.111431, 63, 141, 255
-919.601379, 3364.9021, -18.312529, 63, 141, 255
-851.396667, 3309.202881, -8.88665, 63, 141, 255
-923.197449, 3358.462891, -21.479473, 63, 141, 255
-858.163086, 3323.447266, -5.55523, 63, 141, 255
-892.006836, 3310.570801, -28.799788, 63, 141, 255
-872.011536, 3308.945801, -20.065874, 63, 141, 255
-905.75293, 3327.968506, -29.028303, 63, 141, 255
-891.638855, 3317.126953, -20.05213, 63, 141, 255
-876.27948, 3303.669922, -19.940069, 63, 141, 255
-919.284973, 3352.916016, -18.732353, 63, 141, 255
-849.055298, 3330.702881, -1.552007, 63, 141, 255
-863.363098, 3296.465332, -16.915434, 63, 141, 255
-860.234192, 3316.659912, -17.533672, 63, 141, 255
-906.209167, 3309.194092, -35.221931, 63, 141, 255
-897.769348, 3316.804443, -26.272638, 63, 141, 255
-874.166199, 3311.719971, -20.117144, 63, 141, 255
-888.188904, 3301.659912, -14.966509, 63, 141, 255
-887.076355, 3329.966797, -1.352446, 63, 141, 255
-854.992798, 3282.347412, -15.123687, 63, 141, 255
-876.954529, 3271.754639, -30.892145, 63, 141, 255
-897.857605, 3255.064697, -30.848616, 63, 141, 255
-864.022461, 3257.838867, -24.255669, 63, 141, 255
-849.116211, 3282.810547, -11.353691, 63, 141, 255
-853.945129, 3270.267822, -15.125346, 63, 141, 255
-847.956055, 3246.416992, -17.999762, 63, 141, 255
-874.569336, 3272.655273, -26.323542, 63, 141, 255
-861.194336, 3251.999023, -21.589506, 63, 141, 255
-882.193542, 3277.762207, -29.918268, 63, 141, 255
-890.056824, 3262.884277, -29.928228, 63, 141, 255
-844.556091, 3276.879395, -11.272613, 63, 141, 255
-856.619324, 3275.938965, -18.192949, 63, 141, 255
-844.860779, 3296.043457, -6.787578, 63, 141, 255
-908.313904, 3255.591309, -27.047638, 63, 141, 255
-839.525574, 3255.146729, -13.131499, 63, 141, 255
-854.006836, 3282.191895, -16.570147, 63, 141, 255
-873.902954, 3272.821045, -27.834747, 63, 141, 255
-859.53656, 3240.553711, -24.43643, 63, 141, 255
-859.324829, 3263.04834, -13.898516, 63, 141, 255
-878.403748, 3242.772461, -24.336382, 63, 141, 255
-848.761536, 3253.92334, -10.278544, 63, 141, 255
-866.963867, 3251.584229, -25.381914, 63, 141, 255
-866.281067, 3289.300537, -19.052397, 63, 141, 255
-852.180298, 3276.626465, -12.321929, 63, 141, 255
-883.465454, 3263.12085, -27.361847, 63, 141, 255
-888.414673, 3244.282715, -23.836016, 63, 141, 255
-851.802917, 3295.246582, -9.032622, 63, 141, 255
-868.888855, 3282.951904, -22.044512, 63, 141, 255
-910.919373, 3260.551514, -21.568316, 63, 141, 255
-864.06781, 3260.036621, -22.05357, 63, 141, 255
-840.105286, 3312.674561, -14.035796, 63, 141, 255
-846.236511, 3289.066895, -9.894292, 63, 141, 255
-897.162292, 3259.581787, -30.172932, 63, 141, 255
-872.291992, 3243.101318, -20.417387, 63, 141, 255
-848.885742, 3301.951904, -9.717412, 63, 141, 255
-874.297485, 3264.426514, -27.527302, 63, 141, 255
-859.889648, 3257.467773, -15.902519, 63, 141, 255
-850.243591, 3264.615479, -13.237187, 63, 141, 255
-870.889648, 3257.708496, -26.431379, 63, 141, 255
-870.724792, 3237.49585, -18.158819, 63, 141, 255
-849.840454, 3247.975586, -13.558501, 63, 141, 255
-858.391235, 3246.658447, -19.694023, 63, 141, 255
-887.788086, 3280.369873, -28.22962, 63, 141, 255
-888.869324, 3270.549805, -31.233088, 63, 141, 255
-894.540466, 3249.023193, -29.546955, 63, 141, 255
-860.072449, 3289.652832, -15.949687, 63, 141, 255
-852.795105, 3288.731689, -12.559135, 63, 141, 255
-881.787292, 3254.922607, -30.961212, 63, 141, 255
-906.31311, 3275.662354, -33.192902, 63, 141, 255
-862.122498, 3283.304443, -18.570219, 63, 141, 255
-901.127136, 3266.696045, -36.819927, 63, 141, 255
-862.876404, 3288.804443, -26.040314, 63, 141, 255
-861.448242, 3276.542725, -24.945391, 63, 141, 255
-854.295105, 3285.596436, -14.074346, 63, 141, 255
-845.025574, 3231.739014, -17.428764, 63, 141, 255
-871.511536, 3217.182617, -33.617218, 63, 141, 255
-845.408386, 3195.376465, -11.557353, 63, 141, 255
-866.49823, 3217.685059, -30.304401, 63, 141, 255
-854.865417, 3224.927246, -23.078691, 63, 141, 255
-897.086548, 3237.420898, -29.725422, 63, 141, 255
-861.109192, 3192.405273, -26.978718, 63, 141, 255
-853.138123, 3230.49585, -20.916338, 63, 141, 255
-872.948242, 3202.032715, -30.980133, 63, 141, 255
-844.981873, 3190.33667, -11.252812, 63, 141, 255
-885.420898, 3184.85376, -29.721296, 63, 141, 255
-840.827148, 3242.639648, -8.597026, 63, 141, 255
-864.031067, 3213.036621, -27.92276, 63, 141, 255
-854.800598, 3219.18335, -8.713042, 63, 141, 255
-865.583435, 3191.87793, -30.310774, 63, 141, 255
-862.81311, 3187.297607, -28.511433, 63, 141, 255
-852.356873, 3236.539795, -18.989239, 63, 141, 255
-854.214661, 3214.456055, -19.918804, 63, 141, 255
-852.418579, 3188.08667, -22.293901, 63, 141, 255
-855.892029, 3208.113037, -20.741484, 63, 141, 255
-887.388123, 3193.372559, -35.398617, 63, 141, 255
-845.75293, 3201.842773, -11.505058, 63, 141, 255
-877.318542, 3223.607666, -32.66563, 63, 141, 255
-871.760742, 3182.251465, -29.932062, 63, 141, 255
-904.556091, 3223.556152, -34.654133, 63, 141, 255
-847.497498, 3188.518555, -18.985943, 63, 141, 255
-864.364685, 3182.155273, -30.279474, 63, 141, 255
-846.247498, 3194.450684, -16.531866, 63, 141, 255
-865.75061, 3202.014648, -30.801619, 63, 141, 255
-845.686523, 3226.47168, -17.515484, 63, 141, 255
-875.218567, 3228.999756, -29.289509, 63, 141, 255
-861.28186, 3223.723389, -25.33919, 63, 141, 255
-863.777161, 3196.993652, -28.94195, 63, 141, 255
-857.176392, 3187.615479, -25.877203, 63, 141, 255
-851.580261, 3202.88501, -21.217291, 63, 141, 255
-884.282654, 3230.569336, -29.48155, 63, 141, 255
-846.938904, 3203.494385, -17.692511, 63, 141, 255
-873.885742, 3211.745117, -34.655914, 63, 141, 255
-868.995117, 3212.269287, -31.173248, 63, 141, 255
-848.745911, 3208.22168, -21.082867, 63, 141, 255
-846.205261, 3233.003662, -8.425395, 63, 141, 255
-848.577148, 3242.793701, -16.845854, 63, 141, 255
-856.378723, 3193.181885, -22.005449, 63, 141, 255
-882.189636, 3190.506836, -28.664557, 63, 141, 255
-886.517761, 3223.92334, -31.293512, 63, 141, 255
-849.339661, 3230.79126, -9.390166, 63, 141, 255
-873.428711, 3195.93042, -23.748394, 63, 141, 255
-861.142029, 3192.419434, -26.925983, 63, 141, 255
-864.056091, 3213.099854, -27.935358, 63, 141, 255
-872.573242, 3191.302246, -30.842512, 63, 141, 255
-882.269348, 3217.465576, -30.164484, 63, 141, 255
-872.523254, 3186.344482, -34.762554, 63, 141, 255
-896.988892, 3217.486572, -37.471493, 63, 141, 255
-870.302917, 3229.463135, -27.202106, 63, 141, 255
-848.874023, 3198.084961, -19.588799, 63, 141, 255
-866.134216, 3207.122559, -29.538801, 63, 141, 255
-867.147461, 3186.739014, -32.040657, 63, 141, 255
-856.53656, 3235.938965, -22.885015, 63, 141, 255
-874.927185, 3196.370117, -33.267513, 63, 141, 255
-891.336548, 3210.285889, -35.071125, 63, 141, 255
-848.456848, 3235.233398, -17.646563, 63, 141, 255
-887.580261, 3205.313232, -35.916512, 63, 141, 255
-844.607605, 3214.198242, -21.953936, 63, 141, 255
-845.370911, 3248.627197, -8.865581, 63, 141, 255
-878.626404, 3207.278809, -34.286407, 63, 141, 255
-860.359192, 3230.407715, -20.914263, 63, 141, 255
-888.356079, 3237.210693, -30.638458, 63, 141, 255
-858.65918, 3218.360107, -14.468096, 63, 141, 255
-839.572449, 3218.883545, -19.875053, 63, 141, 255
-884.372498, 3224.283447, -22.746099, 63, 141, 255
-856.151367, 3236.55542, -22.360527, 63, 141, 255
-855.827148, 3227.518555, -13.20208, 63, 141, 255
-865.553711, 3230.27417, -24.654547, 63, 141, 255
-905.52948, 3237.61792, -29.269709, 63, 141, 255
-841.303711, 3055.828857, -10.998418, 63, 141, 255
-874.739685, 3026.283447, -37.42857, 63, 141, 255
-847.657654, 3080.688965, -7.94229, 63, 141, 255
-870.49823, 3040.611572, -32.511578, 63, 141, 255
-857.434204, 3042.147461, -30.948298, 63, 141, 255
-836.907654, 3061.568604, 4.62519, 63, 141, 255
-850.076355, 3098.03418, -16.640509, 63, 141, 255
-843.968567, 3052.5271, -10.306572, 63, 141, 255
-849.182617, 3040.877197, -19.826153, 63, 141, 255
-857.051392, 3075.929443, -28.254059, 63, 141, 255
-828.757629, 3049.178711, 8.65815, 63, 141, 255
-839.571716, 3030.004639, -3.843047, 63, 141, 255
-829.350586, 3047.222412, 1.9404, 63, 141, 255
-841.688904, 3074.455322, -9.87188, 63, 141, 255
-836.216248, 3062.692139, 0.998579, 63, 141, 255
-880.555298, 3078.597412, -28.807331, 63, 141, 255
-837.089661, 3077.299805, 5.213789, 63, 141, 255
-839.313904, 3076.06543, -1.02957, 63, 141, 255
-841.413086, 3064.463135, -5.555303, 63, 141, 255
-854.02948, 3097.418701, -20.374931, 63, 141, 255
-854.410767, 3056.614014, -17.150372, 63, 141, 255
-848.90448, 3049.314697, -22.555595, 63, 141, 255
-865.502136, 3057.045166, -35.006966, 63, 141, 255
-845.099792, 3030.763916, -18.48045, 63, 141, 255
-829.999817, 3070.406006, 5.921236, 63, 141, 255
-863.480286, 3079.698242, -34.949837, 63, 141, 255
-829.263123, 3052.217041, 4.792646, 63, 141, 255
-837.387329, 3046.535889, -4.473443, 63, 141, 255
-844.124023, 3079.271729, -12.149492, 63, 141, 255
-841.845154, 3035.006836, -12.58958, 63, 141, 255
-846.186523, 3077.908447, -16.955816, 63, 141, 255
-847.025574, 3023.077148, -32.078548, 63, 141, 255
-897.216248, 3057.462402, -20.353081, 63, 141, 255
-856.27948, 3090.255371, -13.977495, 63, 141, 255
-902.494324, 3055.871826, -15.507647, 63, 141, 255
-850.302917, 3031.838867, -25.129473, 63, 141, 255
-850.556824, 3037.736572, -21.932158, 63, 141, 255
-849.514648, 3026.220215, -20.704008, 63, 141, 255
-880.506042, 3036.584961, -23.284502, 63, 141, 255
-854.968567, 3098.488037, -42.23238, 63, 141, 255
-889.156067, 3032.98584, -28.799835, 63, 141, 255
-844.896667, 3094.16626, -9.730254, 63, 141, 255
-844.40918, 3069.557617, -8.503886, 63, 141, 255
-842.152161, 3089.817871, -7.71165, 63, 141, 255
-850.188904, 3085.648193, -11.703936, 63, 141, 255
-852.930298, 3096.872559, -21.20545, 63, 141, 255
-846.293579, 3081.52417, -9.272075, 63, 141, 255
-841.163879, 3041.389648, -11.226738, 63, 141, 255
-846.616211, 3043.859131, -11.739287, 63, 141, 255
-844.335754, 3065.045898, -10.38145, 63, 141, 255
-885.184998, 3040.20459, -26.729401, 63, 141, 255
-860.638123, 3060.853027, -16.003984, 63, 141, 255
-857.361511, 3068.856201, -17.62808, 63, 141, 255
-851.058411, 3052.399902, -31.986677, 63, 141, 255
-858.133423, 3080.849854, -32.10162, 63, 141, 255
-877.920898, 3094.34668, -32.776886, 63, 141, 255
-892.487305, 3035.414795, -23.805914, 63, 141, 255
-868.513123, 3063.60376, -35.322052, 63, 141, 255
-875.163879, 3027.450684, -30.548176, 63, 141, 255
-841.372498, 3024.773193, -22.692461, 63, 141, 255
-844.275574, 3048.196045, -12.71563, 63, 141, 255
-858.28418, 3058.36792, -30.239508, 63, 141, 255
-857.774841, 3029.854492, -35.984283, 63, 141, 255
-838.813904, 3070.354492, 3.38918, 63, 141, 255
-836.967773, 3071.179443, -2.124224, 63, 141, 255
-859.232605, 3063.795898, -29.385334, 63, 141, 255
-840.027954, 3079.658447, -8.546196, 63, 141, 255
-830.574829, 3065.595215, 3.317109, 63, 141, 255
-854.087341, 3089.097412, -16.552202, 63, 141, 255
-833.06543, 3046.817139, -1.528423, 63, 141, 255
-852.573242, 3038.911621, -30.106184, 63, 141, 255
-864.715454, 3024.040527, -33.31673, 63, 141, 255
-835.50061, 3030.245117, -0.820977, 63, 141, 255
-848.495117, 3059.245117, -18.484331, 63, 141, 255
-855.734192, 3072.373291, -25.119316, 63, 141, 255
-855.174011, 3081.356934, -26.863142, 63, 141, 255
-861.090454, 3095.736572, -32.870907, 63, 141, 255
-833.703735, 3084.65918, -3.330864, 63, 141, 255
-858.664673, 3053.814697, -31.858063, 63, 141, 255
-855.385742, 3048.641357, -29.358526, 63, 141, 255
-879.669373, 3072.456787, -28.275763, 63, 141, 255
-874.21698, 3026.317871, -37.580379, 63, 141, 255
-889.156067, 3032.98584, -28.799835, 63, 141, 255
-832.364685, 3017.827881, -4.818535, 63, 141, 255
-832.383423, 3022.442871, -2.126519, 63, 141, 255
-888.861511, 3033.071045, -28.777349, 63, 141, 255
-883.181824, 3033.028809, -26.768732, 63, 141, 255
-838.663086, 3028.61084, 0.083149, 63, 141, 255
-871.699036, 3029.772461, -31.091681, 63, 141, 255
-839.198242, 3041.434326, -11.068926, 63, 141, 255
-847.556824, 3045.262451, -19.266411, 63, 141, 255
-845.931091, 3033.223389, -16.11187, 63, 141, 255
-839.44043, 3028.013916, -7.713921, 63, 141, 255
-846.182617, 3041.153809, -13.431572, 63, 141, 255
-844.706055, 3015.756836, -26.550568, 63, 141, 255
-850.443542, 3045.860107, -25.978693, 63, 141, 255
-849.321716, 3050.731201, -25.018608, 63, 141, 255
-846.892029, 3034.278076, -25.633284, 63, 141, 255
-847.776367, 3034.698242, -20.696611, 63, 141, 255
-849.22168, 3055.985107, -23.055914, 63, 141, 255
-890.265442, 3033.672607, -21.841753, 63, 141, 255
-834.386536, 3024.935791, -4.171685, 63, 141, 255
-839.665466, 3025.349121, -19.339653, 63, 141, 255
-842.240417, 3020.056152, -9.109062, 63, 141, 255
-851.055298, 3039.800537, -25.426933, 63, 141, 255
-854.664673, 3025.893555, -34.199493, 63, 141, 255
-844.816223, 3019.561523, -28.292608, 63, 141, 255
-845.658386, 3055.59668, -13.899932, 63, 141, 255
-867.87561, 3032.585693, -32.763214, 63, 141, 255
-857.956848, 3013.660889, -38.70689, 63, 141, 255
-861.878723, 3011.310791, -37.2118, 63, 141, 255
-849.653748, 3009.870117, -32.843658, 63, 141, 255
-834.137329, 3042.168701, -2.916924, 63, 141, 255
-844.670105, 3014.688965, -28.189093, 63, 141, 255
-844.960754, 3028.763916, -12.334136, 63, 141, 255
-856.417786, 3036.881836, -40.189949, 63, 141, 255
-898.166992, 3031.16626, -22.241655, 63, 141, 255
-841.075623, 3039.934326, -10.929301, 63, 141, 255
-838.782654, 3041.791992, -6.239727, 63, 141, 255
-838.631042, 3045.163086, -10.35125, 63, 141, 255
-868.010742, 3046.038818, -32.58897, 63, 141, 255
-867.40918, 3015.874756, -36.421173, 63, 141, 255
-834.206055, 3037.81543, 1.129463, 63, 141, 255
-842.356079, 3058.285889, -8.420634, 63, 141, 255
-849.078735, 3002.894287, -30.470734, 63, 141, 255
-861.144348, 3055.364014, -26.400373, 63, 141, 255
-834.395935, 3031.506104, 4.944478, 63, 141, 255
-901.613098, 3049.799072, -18.03355, 63, 141, 255
-852.280273, 3024.800537, -26.659163, 63, 141, 255
-835.626404, 3055.034912, 1.004512, 63, 141, 255
-845.757629, 3040.181152, -16.215801, 63, 141, 255
-857.384216, 3047.707764, -35.957699, 63, 141, 255
-823.695129, 3042.941162, 1.666914, 63, 141, 255
-834.481079, 3037.788086, 2.193428, 63, 141, 255
-832.228699, 3044.568604, 3.587519, 63, 141, 255
-845.421692, 3010.764648, -17.777203, 63, 141, 255
-844.631836, 3026.421631, -14.752617, 63, 141, 255
-866.805298, 3020.80542, -36.805355, 63, 141, 255
-869.767029, 3055.935791, -30.033234, 63, 141, 255
-874.739685, 3026.283447, -37.42857, 63, 141, 255
-898.497498, 3052.505371, -18.243975, 63, 141, 255
-845.627136, 3046.473389, -13.347588, 63, 141, 255
-832.405273, 3018.013184, -4.693511, 63, 141, 255
-832.163879, 3022.547607, -2.228154, 63, 141, 255
-888.663086, 3033.010742, -28.954426, 63, 141, 255
-837.59668, 3016.716309, -5.765923, 63, 141, 255
-841.179504, 3055.321045, -10.955327, 63, 141, 255
-849.581848, 3057.076416, -13.312212, 63, 141, 255
-889.59668, 3033.240479, -28.242781, 63, 141, 255
-850.482605, 3051.599121, -15.781596, 63, 141, 255
-837.96698, 3035.206787, -6.461479, 63, 141, 255
-860.013123, 3026.323242, -35.893391, 63, 141, 255
-839.249023, 3013.472412, -8.272197, 63, 141, 255
-873.034973, 3030.192139, -30.053572, 63, 141, 255
-847.081848, 3050.11792, -17.353985, 63, 141, 255
-846.533386, 3045.569336, -17.445074, 63, 141, 255
-839.834167, 3019.353027, -7.67935, 63, 141, 255
-850.359192, 3044.189697, -21.124199, 63, 141, 255
-852.384949, 3053.888916, -33.701839, 63, 141, 255
-842.897461, 3033.20459, -10.602324, 63, 141, 255
-844.092773, 3006.24585, -26.297857, 63, 141, 255
-849.18573, 3041.740479, -22.547735, 63, 141, 255
-849.052185, 3034.695068, -23.605913, 63, 141, 255
-836.855286, 3031.097412, 0.886177, 63, 141, 255
-850.428711, 3048.263184, -27.907087, 63, 141, 255
-835.809204, 3022.781982, -4.789361, 63, 141, 255
-848.81781, 3054.3396, -20.346611, 63, 141, 255
-834.292786, 3025.892822, -3.858526, 63, 141, 255
-840.306824, 3020.679443, -21.170416, 63, 141, 255
-840.519348, 3011.786621, -21.447491, 63, 141, 255
-844.747498, 3051.331787, -10.399516, 63, 141, 255
-857.196716, 3058.851318, -34.145782, 63, 141, 255
-872.777161, 3032.120117, -34.391537, 63, 141, 255
-858.183411, 3007.276367, -35.74107, 63, 141, 255
-843.913879, 3019.166992, -10.666216, 63, 141, 255
-854.945129, 3033.261475, -36.850105, 63, 141, 255
-838.989685, 3022.025635, -14.462114, 63, 141, 255
-853.245117, 3042.38501, -34.101204, 63, 141, 255
-855.488098, 3003.963135, -33.656063, 63, 141, 255
-845.612305, 3010.34668, -29.687653, 63, 141, 255
-839.291199, 3006.598389, -23.625347, 63, 141, 255
-845.257629, 3017.875732, -24.354376, 63, 141, 255
-841.225586, 3029.06543, -8.924418, 63, 141, 255
-851.728699, 3055.264648, -27.495955, 63, 141, 255
-850.813904, 3046.936523, -34.206306, 63, 141, 255
-833.459961, 3026.256836, 1.754219, 63, 141, 255
-867.502136, 3022.991943, -37.885628, 63, 141, 255
-833.597473, 3057.272461, 3.21728, 63, 141, 255
-842.760742, 3034.302979, -22.327055, 63, 141, 255
-836.184998, 3036.78418, -3.912603, 63, 141, 255
-841.963074, 3011.668701, -11.309794, 63, 141, 255
-856.115417, 3047.04834, -36.182087, 63, 141, 255
-858.493591, 3055.340576, -21.16563, 63, 141, 255
-853.40918, 3052.717773, -39.427864, 63, 141, 255
-856.453735, 3046.411621, -26.373371, 63, 141, 255
-839.555298, 3054.092773, -4.965581, 63, 141, 255
-836.099792, 3025.320068, 4.850972, 63, 141, 255
-855.421692, 3049.8396, -19.594414, 63, 141, 255
-836.145142, 3041.503662, -4.621196, 63, 141, 255
-847.069336, 3032.657715, -19.351202, 63, 141, 255
-868.870117, 3012.952148, -42.543365, 63, 141, 255
-835.754517, 3048.967773, -2.063262, 63, 141, 255
-840.191223, 3047.395264, -7.388261, 63, 141, 255
-858.725586, 3023.30835, -29.75279, 63, 141, 255
-856.103699, 3042.674072, -23.757744, 63, 141, 255
-852.609985, 3030.761475, -32.05069, 63, 141, 255
-864.667786, 3027.533447, -32.452961, 63, 141, 255
-879.306091, 3037.663818, -32.145393, 63, 141, 255
-834.770142, 3041.041992, -21.66502, 63, 141, 255
-881.31311, 3027.198242, -29.939192, 63, 141, 255
-893.788879, 3063.475586, -23.12039, 63, 141, 255
-843.134216, 3075.89917, -6.032427, 63, 141, 255
-841.708435, 3081.897461, -4.413188, 63, 141, 255
-842.181824, 3089.528076, -8.126762, 63, 141, 255
-836.75531, 3076.728027, 4.899092, 63, 141, 255
-845.557617, 3088.688232, -12.149981, 63, 141, 255
-847.900574, 3073.026367, -18.581987, 63, 141, 255
-846.355286, 3087.639648, -18.249371, 63, 141, 255
-856.87793, 3066.935059, -16.324591, 63, 141, 255
-843.492798, 3084.324951, -9.400957, 63, 141, 255
-864.092773, 3086.445068, -32.424786, 63, 141, 255
-854.416992, 3085.638916, -18.008329, 63, 141, 255
-869.402954, 3100.257568, -27.990631, 63, 141, 255
-864.117004, 3060.075684, -34.317902, 63, 141, 255
-862.086548, 3062.824951, -33.867878, 63, 141, 255
-870.771667, 3060.968506, -35.122883, 63, 141, 255
-850.374817, 3081.213867, -24.967876, 63, 141, 255
-859.795898, 3066.766357, -33.239483, 63, 141, 255
-843.389648, 3069.613037, -11.052055, 63, 141, 255
-863.784973, 3071.249023, -33.622906, 63, 141, 255
-860.147461, 3086.520264, -26.231134, 63, 141, 255
-860.601379, 3084.810791, -34.003181, 63, 141, 255
-851.409973, 3067.067871, -24.836285, 63, 141, 255
-838.655273, 3075.639648, -5.203569, 63, 141, 255
-860.370117, 3077.619385, -24.843267, 63, 141, 255
-858.231873, 3092.007568, -24.4783, 63, 141, 255
-871.052185, 3072.710693, -33.343658, 63, 141, 255
-858.605286, 3061.563232, -32.481281, 63, 141, 255
-846.360779, 3095.764648, -13.446074, 63, 141, 255
-869.395935, 3078.484131, -31.2097, 63, 141, 255
-878.658386, 3061.244385, -28.409285, 63, 141, 255
-854.968567, 3098.488037, -42.23238, 63, 141, 255
-890.186523, 3078.381104, -24.159721, 63, 141, 255
-893.788879, 3063.475586, -23.12039, 63, 141, 255
-844.63031, 3088.881836, -12.509624, 63, 141, 255
-851.589661, 3060.167725, -25.328009, 63, 141, 255
-844.907654, 3094.404541, -9.68604, 63, 141, 255
-846.256042, 3093.30835, -15.420684, 63, 141, 255
-848.888123, 3086.344482, -11.607793, 63, 141, 255
-843.238892, 3076.182617, -5.750786, 63, 141, 255
-841.728699, 3082.148193, -4.04561, 63, 141, 255
-847.408386, 3081.109131, -8.201347, 63, 141, 255
-849.883423, 3097.606934, -16.937309, 63, 141, 255
-848.174805, 3080.321045, -7.960552, 63, 141, 255
-839.400574, 3076.894287, -0.646733, 63, 141, 255
-837.178711, 3083.602295, 1.041987, 63, 141, 255
-847.797485, 3082.200684, -20.002007, 63, 141, 255
-858.774048, 3066.997559, -22.176933, 63, 141, 255
-871.714661, 3097.28418, -34.726254, 63, 141, 255
-844.930298, 3064.664795, -12.3544, 63, 141, 255
-858.527954, 3067.134277, -14.970805, 63, 141, 255
-855.13031, 3068.249756, -16.813091, 63, 141, 255
-857.181824, 3073.948242, -15.128814, 63, 141, 255
-845.37561, 3060.4021, -11.829106, 63, 141, 255
-858.737305, 3078.30542, -30.08902, 63, 141, 255
-857.008423, 3098.414795, -21.804888, 63, 141, 255
-862.605286, 3073.166992, -29.89588, 63, 141, 255
-858.631042, 3073.997559, -25.395708, 63, 141, 255
-858.913086, 3068.64209, -26.741241, 63, 141, 255
-839.888123, 3067.029541, 0.905903, 63, 141, 255
